0,1,2,3,4,5,6,7,8
0.4967231244826063,1.800840374853219,0.563203051051806,0.09597560338068672,-0.8254070059846851,0.40184352108020815,0.9884063775822569,0.3565686032953055,-0.3471427207512516
0.367602648434983,1.8456313703033578,0.17200793824085314,-0.9328378167964297,-1.0586245162120276,0.9891797007543681,1.1744711859217825,-0.7279475955696378,-0.55461095545355
0.4809179716715597,1.6619844267216397,0.4900314872578318,-0.6518911810053356,-2.122836077948922,0.34360885285275766,0.7237114647786373,-0.3648731340078707,-0.09374607808081403
0.679694874491283,1.7135626811609366,0.66595681024736,-0.2214564758410676,-1.0009749132985035,0.2746532641522778,0.3030030586842783,0.3336756450078151,-0.19985542872647485
0.4653312564716327,2.1850498095042465,0.8787370217169546,-0.06497817325446742,-0.9300462289672133,0.7055003717722518,0.9314191375850657,0.2667248348133262,-0.007350809550202175
0.532444563370667,1.9564264744085922,0.5268462919742146,-0.16271779796156777,-0.786603473456759,0.7169225279470559,0.6866753772243673,-0.08700258362503976,0.06539798998454388
0.2718258093016612,1.8104984860614197,0.5532862239768883,-0.08747878036224521,-0.7072053373638739,0.5126237120863659,0.9457716692948924,0.857649425100438,0.3087096038091337
0.9308244870769156,1.7705353418982674,0.560201516623935,0.2583476726895965,-1.333505071393199,0.20240950514468253,0.1048098806728619,-0.008983135743636239,0.006017854496429109
0.49728684423288666,2.3351709875630737,1.6239071263759848,-0.20198895146168386,-1.1396728681489525,1.3093238159774003,0.858535042383864,0.13225886491478178,-1.267545486873059
0.5583170989857977,1.0731044030043135,0.6913773878597635,-0.42450255607621,-0.08178127248934575,1.0426264883233913,0.8926793649578183,0.6307227387012672,-0.7398491044201699
0.15240798818760337,2.090404555993903,0.538171480252116,-0.06316050792813543,-0.5507156722857467,-0.008764360498912493,1.0263512480260024,0.5855085551834718,-0.301318614052763
0.9189338469453978,1.7408290926041678,0.7935801731917529,-0.28580821925223526,-1.6653249357124054,0.4330565052957995,0.24548442491059863,0.7072355567154843,-0.4743762137390591
